Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score,performance_label
INT7556,3.53,3.61,27.59,52.26,Medium
INT7557,2.29,2.22,86.48,72.45,Medium
INT7558,4.14,1.0,76.36,49.56,Low
INT7559,3.82,5.0,71.86,72.43,Medium
INT7560,5.61,,84.53,80.62,High
INT7561,,2.56,51.82,55.88,Medium
INT7562,4.66,3.27,61.17,61.2,Medium
INT7563,1.88,1.21,80.82,84.34,High
INT7564,5.78,1.15,67.71,50.4,Medium
INT7565,3.62,1.92,69.06,78.61,High
INT7566,6.26,3.21,62.94,59.09,Medium
INT7567,6.24,2.65,75.94,66.34,Medium
INT7568,1.05,2.6,81.12,99.66,High
INT7569,5.54,4.94,46.85,70.09,Medium
INT7570,1.38,2.12,9.58,100.0,High
INT7571,3.45,,76.17,92.35,High
INT7572,4.43,5.0,51.79,81.07,High
INT7573,2.31,3.13,61.15,77.2,High
INT7574,5.13,2.24,45.13,41.49,Low
INT7575,1.0,1.84,8.68,87.39,High
INT7576,1.85,3.95,5.55,87.51,High
INT7577,,2.71,98.81,56.72,Medium
INT7578,4.93,1.0,65.93,37.04,Low
INT7579,6.49,1.0,53.91,36.33,Low
INT7580,5.56,3.72,50.95,62.58,Medium
INT7581,5.48,2.8,0.0,71.51,Medium
INT7582,3.0,2.28,67.66,73.71,Medium
INT7583,1.33,1.22,0.02,59.93,Medium
INT7584,2.04,2.93,96.66,96.56,High
INT7585,4.1,2.08,65.79,52.27,Medium
INT7586,4.66,3.66,84.61,54.83,Medium
INT7587,3.99,4.41,53.32,80.75,High
INT7588,5.54,1.24,87.05,69.27,Medium
INT7589,4.61,2.25,0.0,71.53,Medium
INT7590,1.43,5.0,93.21,89.79,High
INT7591,2.05,1.88,99.73,75.25,High
INT7592,5.79,,59.13,65.81,Medium
INT7593,5.83,1.0,65.24,45.31,Low
INT7594,6.12,1.8,81.81,48.95,Low
INT7595,1.23,3.13,86.65,97.5,High
INT7596,6.95,4.63,76.73,59.58,Medium
INT7597,2.14,1.53,53.7,57.19,Medium
INT7598,1.0,3.06,0.0,69.18,Medium
INT7599,7.0,3.35,98.04,73.16,Medium
INT7600,2.55,5.0,42.04,85.57,High
INT7601,4.91,3.11,61.24,47.28,Low
INT7602,1.58,2.63,50.97,79.99,High
INT7603,4.57,1.0,61.86,47.1,Low
INT7604,6.04,1.03,85.0,63.6,Medium
INT7605,2.63,1.0,95.58,55.03,Medium
INT7606,5.24,2.37,54.68,55.32,Medium
INT7607,1.94,2.1,77.66,63.57,Medium
INT7608,4.41,3.7,84.78,62.01,Medium
INT7609,3.1,2.49,63.82,64.3,Medium
INT7610,1.98,4.38,57.63,78.84,High
INT7611,2.65,1.8,85.76,58.31,Medium
INT7612,2.19,4.05,91.89,75.73,High
INT7613,6.65,4.83,72.62,69.09,Medium
INT7614,3.62,1.48,0.0,65.05,Medium
INT7615,2.45,1.86,65.09,80.51,High
INT7616,3.64,2.28,5.02,61.07,Medium
INT7617,3.21,2.49,59.37,66.2,Medium
INT7618,5.16,4.86,67.94,58.27,Medium
INT7619,,4.6,51.79,65.02,Medium
INT7620,3.79,3.04,64.15,52.58,Medium
INT7621,6.08,1.8,82.61,41.08,Low
INT7622,4.61,4.23,82.4,73.86,Medium
INT7623,1.7,,53.68,86.96,High
INT7624,4.96,5.0,64.37,81.54,High
INT7625,4.48,1.94,78.48,67.04,Medium
INT7626,4.82,1.87,65.93,63.85,Medium
INT7627,,1.58,70.9,55.6,Medium
INT7628,3.25,3.02,85.64,73.5,Medium
INT7629,6.09,4.34,0.0,50.29,Medium
INT7630,5.04,2.5,63.82,72.2,Medium
INT7631,3.85,5.0,57.12,69.82,Medium
INT7632,5.11,4.59,56.38,61.09,Medium
INT7633,3.32,1.0,97.95,81.95,High
INT7634,7.0,1.56,68.83,53.86,Medium
INT7635,5.36,2.62,76.35,57.71,Medium
INT7636,1.35,1.83,8.19,86.76,High
INT7637,2.83,1.87,7.57,45.22,Low
INT7638,4.41,1.0,40.68,46.26,Low
INT7639,,1.0,91.61,82.49,High
INT7640,1.0,2.29,3.66,99.38,High
INT7641,3.62,2.91,68.65,55.51,Medium
INT7642,3.33,2.89,39.56,73.18,Medium
INT7643,3.26,2.18,87.84,66.99,Medium
INT7644,2.21,1.0,26.56,58.61,Medium
INT7645,1.71,,17.78,88.23,High
INT7646,5.18,5.0,62.88,72.47,Medium
INT7647,3.84,1.0,69.37,46.06,Low
INT7648,2.2,4.68,52.61,82.93,High
INT7649,2.72,,73.93,66.7,Medium
INT7650,4.56,5.0,87.0,84.88,High
INT7651,1.21,1.21,40.0,70.38,Medium
INT7652,2.36,1.8,53.59,57.01,Medium
INT7653,1.43,2.27,72.01,77.38,High
INT7654,6.11,3.34,48.12,74.94,Medium
INT7655,5.71,1.57,52.9,39.39,Low
INT7656,5.51,5.0,52.99,66.33,Medium
INT7657,5.04,1.8,44.2,38.27,Low
INT7658,5.03,3.68,37.51,77.56,High
INT7659,4.04,2.92,96.74,56.08,Medium
INT7660,4.81,5.0,79.07,78.31,High
INT7661,1.0,2.76,6.02,82.46,High
INT7662,4.25,4.39,85.24,67.85,Medium
INT7663,,5.0,,77.48,High
INT7664,3.65,4.76,56.61,83.55,High
INT7665,3.56,4.4,61.86,78.72,High
INT7666,2.34,2.31,82.14,62.37,Medium
INT7667,4.75,2.02,1.85,52.7,Medium
INT7668,5.37,2.92,63.63,55.14,Medium
INT7669,6.55,3.86,60.42,54.24,Medium
INT7670,3.03,3.08,20.39,72.14,Medium
INT7671,5.3,1.0,60.19,45.32,Low
INT7672,4.14,4.64,8.62,75.02,High
INT7673,6.22,1.85,48.25,72.19,Medium
INT7674,4.03,1.8,,53.95,Medium
INT7675,3.96,3.08,95.82,77.49,High
INT7676,4.1,1.27,52.92,56.57,Medium
INT7677,5.91,2.73,58.37,66.92,Medium
INT7678,6.32,1.8,70.72,36.29,Low
INT7679,1.38,2.51,68.62,84.12,High
INT7680,1.8,1.0,70.9,75.31,High
INT7681,6.79,2.83,60.32,54.54,Medium
INT7682,4.04,2.09,57.48,69.45,Medium
INT7683,4.34,2.82,3.63,76.7,High
INT7684,4.35,2.28,96.4,61.64,Medium
INT7685,1.07,4.96,69.6,76.87,High
INT7686,5.79,5.0,52.17,68.8,Medium
INT7687,5.86,1.0,27.75,48.62,Low
INT7688,2.4,4.0,64.56,84.95,High
INT7689,3.07,3.61,62.25,79.59,High
INT7690,6.53,5.0,66.21,62.82,Medium
INT7691,1.57,1.93,86.19,78.37,High
INT7692,6.2,1.0,90.94,55.79,Medium
INT7693,2.91,2.62,50.8,93.67,High
INT7694,4.61,3.24,27.52,60.65,Medium
INT7695,6.87,,65.52,37.19,Low
INT7696,5.16,4.2,56.22,57.73,Medium
INT7697,3.03,1.8,96.67,64.54,Medium
INT7698,4.85,5.0,81.91,80.31,High
INT7699,2.64,2.57,51.35,67.18,Medium
INT7700,2.27,5.0,83.12,96.42,High
INT7701,6.5,2.14,72.36,58.46,Medium
INT7702,5.42,3.05,98.63,51.81,Medium
INT7703,4.55,1.52,90.95,65.87,Medium
INT7704,3.49,3.1,23.56,80.83,High
INT7705,1.54,1.67,6.06,83.4,High
INT7706,1.26,,3.65,100.0,High
INT7707,,,59.35,72.06,Medium
INT7708,5.33,1.0,84.94,45.23,Low
INT7709,4.19,5.0,77.37,82.26,High
INT7710,6.18,1.8,27.84,35.21,Low
INT7711,1.48,1.0,,72.76,Medium
INT7712,2.78,4.74,81.75,81.05,High
INT7713,2.63,4.0,57.2,84.89,High
INT7714,3.92,2.15,67.45,63.42,Medium
INT7715,1.49,,40.42,75.11,High
INT7716,6.43,2.21,56.94,39.54,Low
INT7717,2.38,2.17,92.64,74.6,Medium
INT7718,6.53,2.11,51.37,37.96,Low
INT7719,3.54,1.0,55.14,48.68,Low
INT7720,6.87,5.0,55.81,51.43,Medium
INT7721,3.93,4.0,76.41,81.57,High
INT7722,,1.23,81.01,47.95,Low
INT7723,1.0,1.8,5.03,65.5,Medium
INT7724,5.23,2.35,64.43,74.85,Medium
INT7725,6.18,1.97,90.47,64.78,Medium
INT7726,1.59,4.0,53.41,92.94,High
INT7727,1.29,2.46,37.04,65.27,Medium
INT7728,3.79,1.0,51.96,45.36,Low
INT7729,6.92,4.77,16.65,48.63,Low
INT7730,4.08,2.46,39.16,73.54,Medium
INT7731,3.97,3.72,59.74,62.76,Medium
INT7732,2.19,5.0,63.42,75.05,High
INT7733,1.12,1.0,4.65,74.09,Medium
INT7734,5.65,,0.0,52.03,Medium
INT7735,1.74,1.63,89.01,93.38,High
INT7736,4.64,1.73,83.75,67.59,Medium
INT7737,6.58,2.72,66.32,55.47,Medium
INT7738,2.74,2.6,41.7,73.09,Medium
INT7739,4.79,1.33,72.22,53.0,Medium
INT7740,1.9,3.01,56.42,71.64,Medium
INT7741,4.44,1.64,95.36,67.5,Medium
INT7742,2.02,1.0,78.48,63.34,Medium
INT7743,5.38,3.47,94.01,72.06,Medium
INT7744,3.09,4.18,91.19,94.33,High
INT7745,3.34,2.22,53.99,54.36,Medium
INT7746,4.73,1.98,60.36,46.03,Low
INT7747,2.29,5.0,57.26,91.08,High
INT7748,5.42,1.85,64.33,58.75,Medium
INT7749,2.43,2.31,93.12,61.49,Medium
INT7750,4.71,4.08,76.4,59.81,Medium
INT7751,2.13,5.0,55.21,80.36,High
INT7752,5.53,1.0,56.78,43.5,Low
INT7753,1.69,4.9,90.68,85.48,High
INT7754,3.61,3.46,96.46,73.29,Medium
INT7755,2.21,1.0,59.97,51.81,Medium
INT7756,5.4,3.92,50.56,42.76,Low
INT7757,2.41,3.7,66.55,80.76,High
INT7758,6.45,4.25,51.52,51.93,Medium
INT7759,6.83,1.0,91.4,44.88,Low
INT7760,2.49,1.8,74.58,62.58,Medium
INT7761,4.37,4.36,82.09,68.23,Medium
INT7762,1.61,5.0,70.57,87.83,High
INT7763,2.92,4.0,46.32,65.92,Medium
INT7764,5.03,2.38,37.91,57.36,Medium
INT7765,4.63,1.48,88.53,55.22,Medium
INT7766,4.59,2.05,84.78,58.37,Medium
INT7767,,1.0,68.04,57.39,Medium
INT7768,3.27,5.0,31.82,74.83,Medium
INT7769,2.05,3.4,50.06,71.22,Medium
INT7770,5.02,4.0,53.18,66.92,Medium
INT7771,3.88,3.63,81.16,72.6,Medium
INT7772,5.08,4.0,75.73,72.21,Medium
INT7773,2.23,1.14,71.74,64.55,Medium
INT7774,3.44,1.54,91.38,63.21,Medium
INT7775,2.9,5.0,75.19,90.03,High
INT7776,1.59,4.67,9.98,92.88,High
INT7777,2.94,5.0,58.06,79.18,High
INT7778,5.52,1.85,,42.9,Low
INT7779,6.0,1.0,78.81,53.55,Medium
INT7780,4.47,3.77,54.62,73.47,Medium
INT7781,3.26,1.0,82.44,50.02,Medium
INT7782,1.64,4.07,4.94,85.22,High
INT7783,6.2,2.52,90.57,57.8,Medium
INT7784,1.0,1.0,1.78,65.42,Medium
INT7785,6.79,3.54,80.02,42.7,Low
INT7786,3.57,,63.14,58.12,Medium
INT7787,2.62,1.0,52.83,48.7,Low
INT7788,6.88,3.33,78.01,58.51,Medium
INT7789,1.07,3.57,5.13,74.1,Medium
INT7790,4.51,1.0,3.52,56.91,Medium
INT7791,3.97,4.39,79.68,85.68,High
INT7792,1.88,3.67,94.95,81.64,High
INT7793,3.44,1.57,59.9,62.6,Medium
INT7794,4.92,5.0,54.91,69.58,Medium
INT7795,5.63,2.64,84.53,83.7,High
INT7796,1.0,2.7,8.14,71.95,Medium
INT7797,6.9,3.59,92.52,54.09,Medium
INT7798,1.61,3.24,44.01,81.58,High
INT7799,1.96,3.87,91.66,73.22,Medium
INT7800,2.24,4.89,85.03,87.1,High
INT7801,1.5,5.0,7.77,90.38,High
INT7802,2.0,3.77,57.07,98.31,High
INT7803,6.56,3.66,58.97,43.45,Low
INT7804,2.42,1.8,61.83,56.67,Medium
INT7805,1.88,5.0,69.73,94.96,High
INT7806,2.0,3.63,65.73,69.88,Medium
INT7807,5.57,1.0,8.92,48.72,Low
INT7808,5.83,2.83,58.46,59.32,Medium
INT7809,2.62,1.0,64.69,59.14,Medium
INT7810,1.39,2.87,0.0,70.03,Medium
INT7811,2.1,5.0,73.65,93.37,High
INT7812,1.37,1.0,88.43,73.59,Medium
INT7813,1.43,1.0,72.22,72.01,Medium
INT7814,3.32,2.88,91.02,64.23,Medium
INT7815,,5.0,70.82,80.83,High
INT7816,4.51,2.29,86.52,52.42,Medium
INT7817,,1.89,64.39,72.59,Medium
INT7818,,3.31,29.15,47.87,Low
INT7819,6.67,5.0,56.52,68.1,Medium
INT7820,4.16,1.72,82.44,56.18,Medium
INT7821,2.8,4.07,90.08,84.19,High
INT7822,3.17,2.74,80.81,61.81,Medium
INT7823,3.5,2.71,57.84,72.33,Medium
INT7824,4.97,2.52,92.66,64.36,Medium
INT7825,3.78,2.26,81.36,51.46,Medium
INT7826,5.66,4.66,57.44,66.82,Medium
INT7827,7.0,3.47,88.71,48.15,Low
INT7828,3.44,1.8,64.89,58.05,Medium
INT7829,4.59,3.23,53.73,48.88,Low
INT7830,1.54,1.61,58.83,81.3,High
INT7831,1.95,1.0,54.64,62.64,Medium
INT7832,3.72,2.53,62.17,49.24,Low
INT7833,2.67,1.0,0.0,55.23,Medium
INT7834,5.92,1.89,55.52,59.47,Medium
INT7835,1.92,2.51,,84.57,High
INT7836,3.55,1.0,85.93,58.39,Medium
INT7837,4.49,2.81,51.21,37.5,Low
INT7838,5.06,3.52,67.07,60.56,Medium
INT7839,3.75,5.0,0.0,83.54,High
INT7840,5.97,4.66,56.45,59.8,Medium
INT7841,4.4,4.0,90.05,79.7,High
INT7842,4.09,1.0,69.67,60.77,Medium
INT7843,1.38,4.0,67.71,100.0,High
INT7844,4.15,,85.29,66.68,Medium
INT7845,5.48,2.96,,67.83,Medium
INT7846,5.14,2.81,84.54,52.76,Medium
INT7847,5.68,1.89,7.53,49.72,Low
INT7848,4.44,1.42,30.08,54.51,Medium
INT7849,1.39,1.0,85.49,77.52,High
INT7850,1.02,5.0,7.08,99.96,High
INT7851,2.63,3.79,82.06,88.8,High
INT7852,5.12,3.97,73.87,78.72,High
INT7853,5.49,4.25,83.75,66.7,Medium
INT7854,3.24,1.0,88.69,79.03,High
INT7855,3.78,1.16,98.32,58.15,Medium
INT7856,3.68,4.79,1.03,98.89,High
INT7857,3.1,4.81,54.83,73.03,Medium
INT7858,2.71,2.8,84.74,88.81,High
INT7859,1.86,2.43,,80.24,High
INT7860,2.66,2.19,56.03,71.13,Medium
INT7861,1.25,5.0,32.88,92.2,High
INT7862,1.89,1.0,91.01,63.89,Medium
INT7863,1.0,1.17,2.54,79.87,High
INT7864,5.0,2.41,80.72,52.04,Medium
INT7865,3.06,3.97,0.0,79.19,High
INT7866,7.0,2.85,51.3,31.21,Low
INT7867,1.73,1.0,66.36,60.7,Medium
INT7868,3.15,1.0,71.03,66.93,Medium
INT7869,3.58,3.86,74.29,72.59,Medium
INT7870,1.0,3.43,8.62,84.52,High
INT7871,5.63,1.0,55.44,36.99,Low
INT7872,1.41,4.63,8.93,99.12,High
INT7873,6.46,5.0,68.4,71.97,Medium
INT7874,6.51,1.0,99.5,55.45,Medium
INT7875,4.26,5.0,93.09,79.9,High
INT7876,4.75,2.31,34.06,64.25,Medium
INT7877,5.31,1.75,99.98,55.11,Medium
INT7878,3.5,1.05,75.7,60.89,Medium
INT7879,4.64,2.76,,57.52,Medium
INT7880,1.03,1.68,1.94,82.01,High
INT7881,1.7,1.96,61.31,67.54,Medium
INT7882,3.83,3.23,81.82,80.96,High
INT7883,4.59,2.73,96.87,71.48,Medium
INT7884,,3.42,89.31,63.72,Medium
INT7885,1.23,1.0,63.66,59.46,Medium
INT7886,5.77,2.13,64.84,52.18,Medium
INT7887,1.92,3.07,8.37,60.63,Medium
INT7888,3.64,1.11,64.29,63.71,Medium
INT7889,3.1,2.12,54.63,75.29,High
INT7890,2.99,3.88,74.97,84.17,High
INT7891,2.02,2.22,85.42,72.67,Medium
INT7892,4.39,2.78,87.56,75.08,High
INT7893,6.01,3.77,52.98,74.03,Medium
INT7894,3.66,2.5,67.0,73.07,Medium
INT7895,3.75,1.0,64.41,46.12,Low
INT7896,6.48,2.72,55.22,53.94,Medium
INT7897,5.16,1.22,68.12,44.56,Low
INT7898,4.3,4.29,32.42,80.09,High
INT7899,2.83,4.67,58.16,73.15,Medium
INT7900,6.63,2.34,94.17,54.34,Medium
INT7901,4.95,2.03,72.74,51.11,Medium
INT7902,2.58,1.52,87.33,75.47,High
INT7903,2.14,5.0,57.3,84.64,High
INT7904,5.53,1.0,,42.63,Low
INT7905,1.0,2.7,1.3,71.33,Medium
INT7906,6.64,,59.61,64.36,Medium
INT7907,1.34,3.38,24.89,72.72,Medium
INT7908,5.78,2.51,65.48,48.33,Low
INT7909,2.9,2.31,77.62,79.45,High
INT7910,3.92,1.85,99.4,70.65,Medium
INT7911,6.68,,89.67,46.29,Low
INT7912,3.73,1.0,30.24,44.46,Low
INT7913,4.66,2.44,78.79,72.78,Medium
INT7914,1.03,3.68,9.76,99.49,High
INT7915,1.04,1.0,8.68,73.26,Medium
INT7916,2.29,1.0,65.65,67.52,Medium
INT7917,5.07,3.28,44.42,56.92,Medium
INT7918,1.79,3.23,83.46,96.07,High
INT7919,1.22,,,68.84,Medium
INT7920,,5.0,56.66,80.36,High
INT7921,5.09,1.0,33.24,36.89,Low
INT7922,5.54,5.0,84.43,80.94,High
INT7923,2.14,2.24,60.61,87.72,High
INT7924,1.25,5.0,70.46,81.56,High
INT7925,6.55,2.27,98.99,60.56,Medium
INT7926,2.16,3.13,60.8,85.63,High
INT7927,6.57,,70.83,41.5,Low
INT7928,6.55,1.8,68.93,31.84,Low
INT7929,5.21,2.38,96.51,64.45,Medium
INT7930,1.68,2.41,64.27,92.14,High
INT7931,6.01,2.02,73.54,64.36,Medium
INT7932,5.35,2.07,59.36,59.57,Medium
INT7933,5.01,4.09,76.06,71.96,Medium
INT7934,3.28,2.32,92.87,62.67,Medium
INT7935,2.35,4.0,65.2,88.24,High
INT7936,1.24,3.15,90.54,94.46,High
INT7937,4.36,3.43,95.57,80.31,High
INT7938,4.43,3.66,18.36,55.34,Medium
INT7939,3.3,4.66,87.82,90.74,High
INT7940,3.64,4.0,62.77,82.25,High
INT7941,2.82,5.0,58.77,67.54,Medium
INT7942,5.03,2.29,,60.46,Medium
INT7943,6.36,4.27,85.28,66.88,Medium
INT7944,1.72,2.3,69.74,76.23,High
INT7945,2.93,3.38,,58.27,Medium
INT7946,,3.03,95.44,77.56,High
INT7947,4.98,4.23,,60.98,Medium
INT7948,5.15,4.9,,63.7,Medium
INT7949,6.83,1.71,74.84,50.27,Medium
INT7950,2.35,1.85,17.92,58.38,Medium
INT7951,6.54,2.04,66.96,59.25,Medium
INT7952,1.62,2.13,51.07,77.65,High
INT7953,4.78,1.0,75.86,44.1,Low
INT7954,1.11,2.27,60.41,66.58,Medium
INT7955,5.98,4.0,88.84,74.94,Medium
INT7956,3.72,3.82,64.94,74.65,Medium
INT7957,5.36,1.0,39.8,51.95,Medium
INT7958,5.57,2.75,63.58,67.53,Medium
INT7959,1.51,1.8,49.91,59.83,Medium
INT7960,,4.0,8.93,98.36,High
INT7961,6.22,1.0,81.65,49.23,Low
INT7962,3.18,1.0,71.28,48.38,Low
INT7963,1.52,2.54,1.55,72.67,Medium
INT7964,3.85,1.0,23.53,59.95,Medium
INT7965,4.18,4.76,73.56,63.97,Medium
INT7966,1.15,3.99,0.0,89.86,High
INT7967,2.33,,45.02,89.15,High
INT7968,1.0,4.2,5.42,80.54,High
INT7969,3.39,3.52,8.17,69.5,Medium
INT7970,6.63,2.39,69.93,52.94,Medium
INT7971,,1.0,76.44,32.33,Low
INT7972,4.73,,89.37,71.77,Medium
INT7973,1.59,1.8,87.65,66.86,Medium
INT7974,6.22,3.74,96.09,73.86,Medium
INT7975,4.11,,60.7,66.63,Medium
INT7976,2.29,1.59,91.37,74.31,Medium
INT7977,7.0,4.76,95.28,64.56,Medium
INT7978,,1.8,38.2,46.85,Low
INT7979,5.24,3.55,65.69,54.85,Medium
INT7980,,5.0,97.6,79.65,High
INT7981,2.04,1.85,81.38,75.98,High
INT7982,2.4,1.0,69.03,61.46,Medium
INT7983,4.87,1.9,89.59,74.29,Medium
INT7984,2.09,1.0,65.22,56.94,Medium
INT7985,3.21,5.0,58.82,70.06,Medium
INT7986,5.61,4.52,77.2,63.15,Medium
INT7987,5.82,1.81,78.31,53.34,Medium
INT7988,4.01,3.41,91.29,83.94,High
INT7989,6.06,2.83,72.85,65.86,Medium
INT7990,6.52,,59.79,41.0,Low
INT7991,4.52,3.78,65.57,50.88,Medium
INT7992,2.36,4.28,78.77,87.76,High
INT7993,2.66,1.87,60.42,46.94,Low
INT7994,3.19,2.18,69.27,76.14,High
INT7995,1.47,4.71,60.73,96.06,High
INT7996,2.21,4.29,60.8,70.98,Medium
INT7997,2.07,4.84,90.51,92.93,High
INT7998,4.21,3.7,64.14,75.69,High
INT7999,6.85,2.77,51.72,58.1,Medium
INT8000,1.53,3.29,55.5,86.14,High
INT8001,5.7,3.38,87.29,68.09,Medium
INT8002,4.65,4.21,63.1,56.07,Medium
INT8003,1.38,1.89,82.71,79.58,High
INT8004,6.77,3.67,84.96,63.68,Medium
INT8005,4.13,3.51,67.26,77.31,High
INT8006,2.88,3.69,73.75,64.76,Medium
INT8007,5.9,3.17,,51.81,Medium
INT8008,2.66,4.0,76.95,96.71,High
INT8009,5.65,3.11,66.0,65.42,Medium
INT8010,1.0,1.8,6.46,67.57,Medium
INT8011,5.9,5.0,68.28,61.12,Medium
INT8012,3.5,4.76,83.48,89.94,High
INT8013,5.2,4.0,84.87,80.39,High
INT8014,2.09,2.98,96.2,87.59,High
INT8015,4.91,1.8,94.09,58.14,Medium
INT8016,5.27,5.0,1.9,74.0,Medium
INT8017,4.12,3.9,72.76,67.6,Medium
INT8018,4.45,5.0,50.82,80.0,High
INT8019,3.31,3.92,95.83,63.54,Medium
INT8020,6.3,1.8,40.9,37.13,Low
INT8021,3.88,4.5,72.22,63.41,Medium
INT8022,,2.88,94.97,53.68,Medium
INT8023,5.44,4.66,67.92,63.79,Medium
INT8024,3.86,5.0,1.14,84.96,High
INT8025,1.95,3.56,95.23,89.35,High
INT8026,3.04,4.0,90.11,89.93,High
INT8027,5.71,2.61,62.17,53.19,Medium
INT8028,2.82,3.89,,81.44,High
INT8029,3.74,3.37,67.65,75.39,High
INT8030,6.16,5.0,95.64,76.04,High
INT8031,3.51,2.03,77.2,81.71,High
INT8032,4.73,4.3,88.7,75.08,High
INT8033,2.26,2.8,74.22,79.15,High
INT8034,1.84,1.0,50.51,59.19,Medium
INT8035,5.97,5.0,84.87,74.77,Medium
INT8036,1.87,4.6,37.52,99.46,High
INT8037,2.96,3.66,44.68,78.87,High
INT8038,5.9,5.0,80.33,69.77,Medium
INT8039,3.27,3.75,74.04,76.75,High
INT8040,6.47,3.45,97.22,69.67,Medium
INT8041,6.89,2.99,51.16,51.84,Medium
INT8042,2.72,3.53,85.61,88.5,High
INT8043,1.0,1.0,5.45,77.06,High
INT8044,4.81,2.84,85.69,47.32,Low
INT8045,3.4,2.38,83.76,82.71,High
INT8046,1.52,5.0,50.51,79.32,High
INT8047,5.64,,64.27,75.89,High
INT8048,1.22,1.35,0.51,66.05,Medium
INT8049,6.47,1.8,58.35,37.0,Low
INT8050,1.5,3.74,53.17,99.02,High
INT8051,1.37,1.0,61.98,59.8,Medium
INT8052,1.79,4.0,73.74,90.93,High
INT8053,6.57,4.09,62.35,61.97,Medium
INT8054,5.21,1.83,79.01,66.62,Medium
INT8055,6.19,1.0,86.03,49.26,Low
INT8056,3.32,5.0,66.55,72.52,Medium
INT8057,3.04,4.0,80.15,85.04,High
INT8058,,1.7,91.24,72.53,Medium
INT8059,3.41,1.0,54.71,62.83,Medium
INT8060,3.89,1.77,85.53,64.33,Medium
INT8061,4.99,2.13,43.86,43.68,Low
INT8062,2.53,3.57,56.13,89.34,High
INT8063,6.38,5.0,,69.21,Medium
INT8064,2.11,5.0,61.31,88.98,High
INT8065,6.83,4.14,91.07,62.29,Medium
INT8066,1.0,3.8,0.0,81.07,High
INT8067,4.03,3.41,16.99,46.08,Low
INT8068,3.27,3.47,76.05,83.03,High
INT8069,3.48,2.6,79.45,74.28,Medium
INT8070,,5.0,86.49,86.63,High
INT8071,3.31,4.0,38.42,79.13,High
INT8072,3.75,5.0,0.77,89.9,High
INT8073,5.81,2.48,97.66,82.28,High
INT8074,5.06,5.0,45.87,72.27,Medium
INT8075,5.74,1.05,62.75,42.38,Low
INT8076,2.4,5.0,76.24,89.4,High
INT8077,4.41,3.23,53.47,59.32,Medium
INT8078,4.01,1.0,66.31,59.14,Medium
INT8079,3.37,2.03,54.37,43.03,Low
INT8080,3.46,3.51,64.93,82.18,High
INT8081,2.59,3.91,61.45,64.28,Medium
INT8082,2.07,1.87,81.8,78.29,High
INT8083,2.45,1.73,64.22,83.91,High
INT8084,1.2,5.0,82.66,99.47,High
INT8085,5.26,2.3,32.13,75.24,High
INT8086,5.39,1.0,89.26,62.82,Medium
INT8087,6.27,2.35,55.54,48.05,Low
INT8088,5.3,2.76,94.76,57.2,Medium
INT8089,1.54,2.29,92.02,83.41,High
INT8090,6.48,1.0,46.16,47.05,Low
INT8091,5.91,3.88,53.37,69.42,Medium
INT8092,3.32,3.1,60.43,71.45,Medium
INT8093,4.8,1.0,92.97,55.81,Medium
INT8094,7.0,3.21,56.1,42.62,Low
INT8095,4.46,4.79,57.8,62.74,Medium
INT8096,6.89,1.13,,53.77,Medium
INT8097,1.6,2.74,25.86,58.55,Medium
INT8098,2.58,5.0,61.1,95.35,High
INT8099,3.83,2.9,52.6,64.31,Medium
INT8100,4.92,1.0,68.63,46.11,Low
INT8101,5.56,1.11,57.03,37.14,Low
INT8102,7.0,4.12,38.18,55.05,Medium
INT8103,3.03,1.0,31.71,51.35,Medium
INT8104,1.0,1.97,5.05,63.56,Medium
INT8105,5.83,2.32,55.14,42.76,Low
INT8106,4.45,2.49,81.03,72.79,Medium
INT8107,1.73,2.25,71.82,63.21,Medium
INT8108,4.45,2.05,46.8,56.43,Medium
INT8109,5.62,1.0,0.25,48.85,Low
INT8110,6.02,3.24,51.52,37.11,Low
INT8111,4.5,2.82,92.38,70.83,Medium
INT8112,2.72,1.8,1.16,53.65,Medium
INT8113,6.59,1.0,84.05,35.56,Low
INT8114,4.66,1.08,97.38,68.51,Medium
INT8115,3.47,1.8,57.18,65.2,Medium
INT8116,2.79,1.0,69.86,54.71,Medium
INT8117,5.36,1.7,63.41,56.93,Medium
INT8118,2.34,4.46,9.43,99.62,High
INT8119,1.7,2.9,63.28,87.46,High
INT8120,4.12,5.0,55.21,84.86,High
INT8121,2.33,4.29,71.31,88.54,High
INT8122,5.14,2.89,92.25,82.81,High
INT8123,1.26,3.85,85.68,88.34,High
INT8124,4.81,,37.19,66.42,Medium
INT8125,2.3,1.46,79.98,69.56,Medium
INT8126,1.27,1.0,6.48,67.81,Medium
INT8127,1.57,1.75,0.95,75.26,High
INT8128,6.21,5.0,90.38,75.49,High
INT8129,6.23,1.87,56.14,52.52,Medium
INT8130,2.82,3.69,0.0,87.84,High
INT8131,6.08,1.0,,57.09,Medium
INT8132,4.4,2.53,67.1,57.13,Medium
INT8133,7.0,3.44,73.87,53.74,Medium
INT8134,2.77,1.02,99.85,80.19,High
INT8135,4.72,4.07,70.42,58.34,Medium
INT8136,1.38,3.0,9.21,80.87,High
INT8137,3.11,5.0,80.68,86.81,High
INT8138,7.0,3.53,61.81,68.65,Medium
INT8139,4.66,1.0,55.28,47.92,Low
